,fip-year,WA,BA,IA,AA,NA,TOM,NH,H
11894,46045-2021,3899,13,52,24,0,45,3935,98
11897,46047-2019,5819,86,450,107,6,220,6426,262
11898,46047-2020,6009,88,527,111,5,224,6667,297
11899,46047-2021,6243,89,521,116,4,229,6898,304
11902,46049-2019,2260,17,12,8,0,10,2287,20
11903,46049-2020,2082,10,12,11,0,13,2107,21
11904,46049-2021,2091,10,14,9,0,13,2117,20
11907,46051-2019,6832,50,90,30,5,95,6766,336
11908,46051-2020,7247,52,104,28,7,94,7167,365
11909,46051-2021,7218,55,107,31,7,101,7128,391
11912,46053-2019,3702,18,312,24,4,123,4117,66
11913,46053-2020,3492,17,339,21,4,121,3930,64
11914,46053-2021,3477,18,326,23,4,129,3909,68
11917,46055-2019,1738,5,52,6,2,63,1834,32
11918,46055-2020,1740,5,51,8,2,63,1835,34
11919,46055-2021,1707,5,50,8,2,63,1802,33
11922,46057-2019,6048,33,55,22,1,65,5910,314
11923,46057-2020,5978,33,60,25,1,70,5855,312
11924,46057-2021,6055,36,66,24,0,74,5899,356
11927,46059-2019,3104,5,16,13,1,31,3127,43
11928,46059-2020,3062,4,17,13,1,33,3072,58
11929,46059-2021,3023,7,15,16,1,33,3050,45
11932,46061-2019,3347,29,24,14,1,48,3410,53
11933,46061-2020,3334,26,29,13,2,57,3411,50
11934,46061-2021,3385,23,30,13,0,54,3451,54
11937,46063-2019,1227,17,33,7,0,23,1274,33
11938,46063-2020,1226,18,43,7,0,23,1285,32
11939,46063-2021,1239,17,41,7,0,23,1295,32
11942,46065-2019,14630,120,2103,134,7,493,16901,586
11943,46065-2020,14581,136,2342,135,7,503,17096,608
11944,46065-2021,14546,134,2339,145,6,524,17091,603
11947,46067-2019,7007,65,112,22,2,79,7099,188
11948,46067-2020,7102,61,128,31,2,87,7229,182
11949,46067-2021,7083,66,131,30,4,97,7218,193
11952,46069-2019,1135,10,116,3,1,30,1275,20
11953,46069-2020,1095,9,119,3,1,31,1238,20
11954,46069-2021,1070,7,122,4,1,32,1217,19
11957,46071-2019,1332,28,1798,8,1,168,3206,129
11958,46071-2020,1039,30,1559,7,1,174,2692,118
11959,46071-2021,1055,32,1614,7,1,169,2755,123
11962,46073-2019,1958,7,17,5,3,24,1915,99
11963,46073-2020,1597,6,18,5,4,27,1580,77
11964,46073-2021,1564,10,19,5,3,35,1561,75
11967,46075-2019,819,3,54,0,2,33,887,24
11968,46075-2020,834,3,54,0,2,32,899,26
11969,46075-2021,781,3,59,0,2,34,852,27
11972,46077-2019,4739,22,59,31,1,55,4779,128
11973,46077-2020,5043,23,54,32,1,58,5048,163
11974,46077-2021,5008,33,61,32,1,57,5018,174
11977,46079-2019,12093,151,180,117,17,211,12411,358
11978,46079-2020,10398,135,171,99,15,192,10713,297
11979,46079-2021,10227,134,181,102,14,193,10542,309
11982,46081-2019,24096,240,606,381,18,567,25001,907
11983,46081-2020,23952,225,640,385,21,589,24841,971
11984,46081-2021,24242,261,646,376,19,621,25194,971
11987,46083-2019,57613,1086,468,939,38,1091,59763,1472
11988,46083-2020,61534,1243,541,1020,45,1230,63911,1702
11989,46083-2021,63477,1380,593,1040,47,1333,65947,1923
11992,46085-2019,2121,22,1512,15,2,115,3692,95
11993,46085-2020,2012,25,1546,15,2,114,3603,111
11994,46085-2021,2032,24,1554,18,2,134,3652,112
11997,46087-2019,5360,38,72,13,5,72,5337,223
11998,46087-2020,5451,38,75,17,6,74,5416,245
11999,46087-2021,5466,41,88,15,5,80,5440,255
12002,46089-2019,2314,17,10,9,2,36,2351,37
12003,46089-2020,2323,17,11,9,2,35,2363,34
12004,46089-2021,2349,16,13,8,2,32,2378,42
12007,46091-2019,4298,35,479,13,0,88,4519,394
12008,46091-2020,3713,44,445,15,0,83,3945,355
12009,46091-2021,3700,42,453,14,0,95,3944,360
12012,46093-2019,25747,575,871,325,24,927,27185,1284
12013,46093-2020,26836,595,1060,381,28,953,28537,1316
12014,46093-2021,27066,616,1043,399,29,1020,28825,1348
12017,46095-2019,778,10,1152,4,0,124,1998,70
12018,46095-2020,663,11,1112,6,0,124,1849,67
12019,46095-2021,655,10,1118,5,0,120,1844,64
12022,46097-2019,2141,17,16,13,0,34,2150,71
12023,46097-2020,2212,18,16,12,0,36,2218,76
12024,46097-2021,2221,17,15,12,0,49,2240,74
12027,46099-2019,166757,12300,5553,4308,227,5008,183834,10319
12028,46099-2020,168855,12792,6111,4329,223,5201,186746,10765
12029,46099-2021,170367,13094,6204,4393,234,5393,188524,11161
12032,46101-2019,5222,81,898,129,0,225,6258,297
12033,46101-2020,4974,83,913,131,0,223,6033,291
12034,46101-2021,4952,79,930,130,0,224,6003,312
12037,46103-2019,95057,1639,11636,1472,128,4475,108072,6335
12038,46103-2020,90302,1536,11629,1405,137,4466,103248,6227
12039,46103-2021,92224,1615,11830,1480,146,4511,105370,6436
12042,46105-2019,2688,15,77,12,2,39,2783,50
12043,46105-2020,2681,14,77,12,2,38,2768,56
12044,46105-2021,2669,14,78,16,2,40,2761,58
12047,46107-2019,2019,12,63,20,1,34,2096,53
12048,46107-2020,2306,12,89,22,1,41,2406,65
12049,46107-2021,2298,12,98,23,3,41,2410,65
12052,46109-2019,5952,81,3979,30,1,356,9987,412
12053,46109-2020,5671,87,4112,33,1,353,9842,415
12054,46109-2021,5682,76,4031,31,1,342,9734,429
12057,46111-2019,2275,9,12,5,1,43,2266,79
12058,46111-2020,2245,5,22,5,1,40,2244,74
12059,46111-2021,2296,5,23,5,0,49,2290,88
12062,46115-2019,6102,44,175,11,2,67,6178,223
12063,46115-2020,6027,44,185,10,2,70,6110,228
12064,46115-2021,5943,44,190,12,2,78,6062,207
12067,46117-2019,2769,23,219,8,0,110,3055,74
12068,46117-2020,2639,19,213,7,0,98,2915,61
12069,46117-2021,2689,21,218,10,0,94,2956,76
12072,46119-2019,1295,6,48,3,0,25,1341,36
12073,46119-2020,1365,6,49,2,0,24,1402,44
12074,46119-2021,1389,8,52,2,0,25,1438,38
12077,46121-2019,814,49,8913,305,0,222,9903,400
12078,46121-2020,723,53,8042,290,0,211,8968,351
12079,46121-2021,757,50,7956,298,0,225,8931,355
12082,46123-2019,4375,30,852,20,0,153,5295,135
12083,46123-2020,4476,27,937,19,0,142,5458,143
12084,46123-2021,4445,27,921,24,0,152,5421,148
12087,46125-2019,8044,53,89,20,3,107,8106,210
12088,46125-2020,8397,61,93,22,2,98,8479,194
12089,46125-2021,8427,55,98,20,2,106,8489,219
12092,46127-2019,15065,241,147,265,17,268,15404,599
12093,46127-2020,15879,252,145,252,22,282,16144,688
12094,46127-2021,15889,245,164,251,24,299,16139,733
12097,46129-2019,4353,28,769,89,1,181,5294,127
12098,46129-2020,4207,22,798,93,1,168,5172,117
12099,46129-2021,4147,22,815,97,1,166,5136,112
12102,46135-2019,20979,488,772,167,11,420,21619,1218
12103,46135-2020,21325,506,828,158,11,410,21971,1267
12104,46135-2021,21344,531,833,177,12,400,21974,1323
12107,46137-2019,690,15,1989,6,1,100,2695,106
12108,46137-2020,565,14,1701,6,1,101,2302,86
12109,46137-2021,569,14,1689,6,1,101,2285,95
12112,47001-2019,70476,3144,379,1149,74,1769,74542,2449
12113,47001-2020,70680,3129,396,1088,79,1837,74563,2646
12114,47001-2021,71032,3108,407,1073,85,1871,74835,2741
12117,47003-2019,43126,4233,620,538,88,1079,43165,6519
12118,47003-2020,43636,4247,657,551,102,1109,43510,6792
12119,47003-2021,44266,4335,687,556,100,1175,43991,7128
12122,47005-2019,15331,410,91,96,3,268,15798,401
12123,47005-2020,14908,424,103,99,3,275,15394,418
12124,47005-2021,14944,414,114,100,3,297,15441,431
12127,47007-2019,13597,1131,96,46,5,210,14658,427
12128,47007-2020,13432,1133,101,45,5,214,14488,442
12129,47007-2021,13681,1162,106,48,5,232,14752,482
12132,47009-2019,125021,4035,583,1278,151,2328,128530,4866
12133,47009-2020,127013,4087,609,1287,166,2404,130407,5159
12134,47009-2021,128767,4177,638,1314,174,2535,132157,5448
12137,47011-2019,98107,5700,747,1334,150,2195,101011,7222
12138,47011-2020,98334,5763,742,1401,164,2337,101345,7396
12139,47011-2021,99392,5971,766,1428,170,2435,102365,7797
12142,47013-2019,38800,196,122,149,30,481,39171,607
12143,47013-2020,38265,207,133,151,31,490,38630,647
12144,47013-2021,38523,220,143,166,33,493,38888,690
12147,47015-2019,13973,262,53,56,14,225,14217,366
12148,47015-2020,13850,300,60,56,14,267,14181,366
12149,47015-2021,13827,306,60,72,14,274,14161,392
12152,47017-2019,24020,2809,171,118,14,578,26902,808
12153,47017-2020,24596,2861,177,138,18,625,27510,905
12154,47017-2021,24638,2816,186,134,20,638,27514,918
12157,47019-2019,54189,949,187,230,18,823,55244,1152
12158,47019-2020,54055,987,195,228,20,830,55125,1190
12159,47019-2021,53800,1008,227,230,21,848,54894,1240
12162,47021-2019,38792,877,228,175,29,727,39353,1475
12163,47021-2020,38868,1011,235,193,26,754,39494,1593
12164,47021-2021,39088,1164,254,207,27,783,39832,1691
12167,47023-2019,15127,1617,98,117,5,342,16816,490
12168,47023-2020,15119,1619,104,126,3,376,16842,505
12169,47023-2021,15222,1658,106,141,3,374,16978,526
12172,47025-2019,30720,348,118,288,9,436,31486,433
12173,47025-2020,30824,365,120,281,6,442,31543,495
12174,47025-2021,30945,401,134,283,7,497,31751,516
12177,47027-2019,7328,121,37,8,8,95,7409,188
12178,47027-2020,7287,110,41,8,9,99,7369,185
12179,47027-2021,7266,116,41,9,9,114,7360,195
12182,47029-2019,34214,765,209,179,24,626,35028,989
12183,47029-2020,34205,748,214,179,26,650,34999,1023
12184,47029-2021,34537,777,218,190,29,667,35343,1075
12187,47031-2019,52118,2234,300,669,59,1337,53958,2759
12188,47031-2020,53222,2411,330,664,62,1413,55142,2960
12189,47031-2021,53950,2502,334,726,56,1464,55844,3188
12192,47033-2019,11733,1998,103,55,4,296,12625,1564
12193,47033-2020,11374,2003,112,53,4,338,12306,1578
12194,47033-2021,11418,2037,111,56,4,353,12345,1634
12197,47035-2019,58974,447,281,390,66,674,58966,1866
12198,47035-2020,59307,490,299,403,72,701,59292,1980
12199,47035-2021,60282,554,308,435,69,803,60368,2083
12202,47037-2019,453582,190572,3441,26896,783,17725,620949,72050
12203,47037-2020,468895,195699,3698,27906,777,18511,640399,75087
12204,47037-2021,462131,191665,3646,27191,771,18549,629224,74729
12207,47039-2019,10978,349,48,75,11,147,11217,391
12208,47039-2020,10779,324,60,73,11,155,10998,404
12209,47039-2021,10735,334,66,78,11,167,10977,414
12212,47041-2019,19378,401,94,212,6,318,18726,1683
12213,47041-2020,19093,418,99,212,6,343,18474,1697
12214,47041-2021,19337,448,110,229,6,348,18723,1755
12217,47043-2019,49850,2200,300,364,33,1109,51773,2083
12218,47043-2020,50337,2184,323,383,37,1168,52249,2183
12219,47043-2021,51112,2231,314,405,35,1195,52983,2309
12222,47045-2019,30557,5440,160,264,12,689,35799,1323
12223,47045-2020,30012,5451,172,270,12,729,35296,1350
12224,47045-2021,29898,5493,177,268,12,767,35193,1422
12227,47047-2019,28828,11319,156,291,19,431,39804,1240
12228,47047-2020,29429,11711,175,336,19,469,40844,1295
12229,47047-2021,30027,11739,186,371,20,489,41404,1428
12232,47049-2019,18099,91,75,90,4,209,18277,291
12233,47049-2020,18010,96,85,99,4,228,18188,334
12234,47049-2021,18322,109,82,107,7,223,18492,358
12237,47051-2019,38549,2196,210,390,39,871,40712,1543
12238,47051-2020,39050,2201,229,399,40,862,41161,1620
12239,47051-2021,39387,2198,250,394,42,944,41562,1653
12242,47053-2019,38929,8859,151,185,12,978,47727,1387
12243,47053-2020,39853,9140,175,198,11,998,48841,1534
12244,47053-2021,40025,9049,184,240,10,1033,48904,1637
12247,47055-2019,25489,3015,144,149,17,667,28561,920
12248,47055-2020,26176,3070,162,150,20,717,29259,1036
12249,47055-2021,26408,3057,160,158,19,740,29454,1088
12252,47057-2019,22714,227,109,65,14,277,22594,812
12253,47057-2020,22796,247,119,63,15,285,22694,831
12254,47057-2021,22984,271,131,72,15,290,22915,848
12257,47059-2019,65987,1518,252,398,59,913,67005,2122
12258,47059-2020,66930,1557,257,423,58,995,67990,2230
12259,47059-2021,67271,1542,268,424,63,1053,68292,2329
12262,47061-2019,12999,90,85,58,1,176,13226,183
12263,47061-2020,13045,111,100,70,1,204,13322,209
12264,47061-2021,13113,124,95,81,1,208,13410,212
12267,47063-2019,59247,2904,547,677,190,1308,57124,7749
12268,47063-2020,58721,2888,564,706,222,1334,56532,7903
12269,47063-2021,58597,2908,577,724,260,1402,56490,7978
12272,47065-2019,279060,71067,2077,7995,549,7028,345856,21920
12273,47065-2020,278594,70369,2111,7999,601,7317,344319,22672
12274,47065-2021,280318,70028,2171,8244,602,7772,345435,23700
12277,47067-2019,6424,37,27,15,3,99,6561,44
12278,47067-2020,6442,36,28,16,3,97,6577,45
12279,47067-2021,6604,35,24,17,3,104,6730,57
12282,47069-2019,13812,10581,86,198,6,366,24587,462
12283,47069-2020,14029,10691,90,213,5,382,24896,514
12284,47069-2021,14015,10678,94,211,6,422,24898,528
12287,47071-2019,24071,860,151,148,9,388,24997,630
12288,47071-2020,25191,891,154,145,12,407,26098,702
12289,47071-2021,25211,904,158,163,12,444,26167,725
12292,47073-2019,54770,839,203,305,53,685,55928,927
12293,47073-2020,54522,852,206,318,61,710,55726,943
12294,47073-2021,55065,893,222,316,64,728,56256,1032
12297,47075-2019,8088,8778,74,51,14,239,16509,735
12298,47075-2020,8293,9130,75,53,13,231,17020,775
12299,47075-2021,8304,8997,83,55,13,242,16892,802
12302,47077-2019,25078,2182,104,103,5,578,27336,714
12303,47077-2020,24770,2195,115,110,5,623,27044,774
12304,47077-2021,24830,2211,125,124,5,658,27151,802
12307,47079-2019,28855,2467,131,178,15,663,31425,884
12308,47079-2020,28697,2420,142,191,12,653,31199,916
12309,47079-2021,28794,2406,152,199,14,674,31294,945
12312,47081-2019,23217,1255,169,97,8,409,24484,671
12313,47081-2020,22972,1230,173,107,9,451,24257,685
12314,47081-2021,23246,1286,187,102,9,477,24563,744
12317,47083-2019,7703,249,31,43,6,174,7993,213
12318,47083-2020,7733,276,39,43,6,188,8039,246
12319,47083-2021,7753,285,43,43,6,187,8062,255
12322,47085-2019,17538,504,113,123,8,310,18120,476
12323,47085-2020,17891,509,110,126,8,330,18463,511
12324,47085-2021,18088,492,112,141,9,369,18658,553
12327,47087-2019,11490,77,83,17,4,167,11580,258
12328,47087-2020,11246,95,88,16,4,168,11345,272
12329,47087-2021,11349,105,98,22,4,172,11465,285
12332,47089-2019,51980,1135,284,348,42,774,52489,2074
12333,47089-2020,52223,1144,283,366,41,813,52811,2059
12334,47089-2021,52888,1171,294,372,42,857,53388,2236
12337,47091-2019,17037,395,75,47,8,211,17395,378
12338,47091-2020,17216,412,73,41,8,216,17572,394
12339,47091-2021,17361,475,73,44,8,209,17761,409
12342,47093-2019,403709,41876,1639,11431,589,10893,448686,21451
12343,47093-2020,411735,42856,1723,11800,623,11389,457414,22712
12344,47093-2021,417085,43293,1775,12131,620,11773,462839,23838
12347,47095-2019,4852,1957,37,18,2,144,6828,182
12348,47095-2020,4787,1986,36,17,2,152,6786,194
12349,47095-2021,4886,2022,39,20,2,159,6916,212
12352,47097-2019,15831,8993,206,145,3,430,24921,687
12353,47097-2020,15386,8909,212,142,3,448,24420,680
12354,47097-2021,15397,8889,216,148,3,455,24396,712
12357,47099-2019,42149,788,208,216,46,756,43079,1084
12358,47099-2020,42114,825,213,216,43,778,43062,1127
12359,47099-2021,42654,856,226,215,45,832,43626,1202
12362,47101-2019,11653,252,86,79,12,185,11958,309
12363,47101-2020,11948,274,83,77,10,210,12280,322
12364,47101-2021,12176,285,85,85,11,215,12489,368
12367,47103-2019,30730,2404,286,219,60,737,33136,1300
12368,47103-2020,31486,2496,277,224,63,763,33996,1313
12369,47103-2021,31567,2538,285,232,63,748,34046,1387
12372,47105-2019,51507,853,324,512,121,722,49006,5033
12373,47105-2020,52496,866,337,514,130,754,49753,5344
12374,47105-2021,53930,917,346,538,131,828,51136,5554
12377,47107-2019,49763,2137,302,388,20,1200,51415,2395
12378,47107-2020,49325,2133,293,391,24,1149,50907,2408
12379,47107-2021,49916,2188,291,407,26,1231,51494,2565
12382,47109-2019,23440,1565,110,108,3,436,25069,593
12383,47109-2020,23584,1573,117,105,2,458,25199,640
12384,47109-2021,23522,1607,138,106,2,485,25207,653
12387,47111-2019,23549,288,185,236,12,354,23371,1253
12388,47111-2020,24118,298,209,248,12,358,23931,1312
12389,47111-2021,24487,345,224,229,12,402,24286,1413
12392,47113-2019,57677,37014,414,1120,42,1779,94023,4023
12393,47113-2020,57980,37342,403,1152,45,1855,94642,4135
12394,47113-2021,57854,37379,410,1205,51,1876,94462,4313
12397,47115-2019,26893,1150,148,196,10,481,28316,562
12398,47115-2020,26809,1154,161,199,10,501,28239,595
12399,47115-2021,26822,1175,162,196,9,513,28243,634
12402,47117-2019,31179,2235,168,225,33,667,32541,1966
12403,47117-2020,31019,2265,178,232,29,718,32403,2038
12404,47117-2021,31480,2279,187,241,31,766,32791,2193
12407,47119-2019,81353,11557,503,938,62,2382,90675,6120
12408,47119-2020,85527,12100,530,992,88,2463,94999,6701
12409,47119-2021,88167,12226,559,1118,100,2590,97669,7091
12412,47121-2019,11801,195,123,40,6,193,12074,284
12413,47121-2020,12154,222,126,42,7,234,12471,314
12414,47121-2021,12358,269,118,45,6,253,12738,311
12417,47123-2019,44216,1020,320,234,29,831,44556,2094
12418,47123-2020,43887,1062,309,244,36,846,44239,2145
12419,47123-2021,44196,1034,306,240,37,885,44564,2134
12422,47125-2019,147440,44944,1513,4842,894,10174,188004,21803
12423,47125-2020,154516,48158,1600,5032,916,10938,197612,23548
12424,47125-2021,158195,50355,1713,5334,945,11358,202843,25057
12427,47127-2019,6069,157,21,107,1,84,6323,116
12428,47127-2020,6079,157,20,113,1,87,6336,121
12429,47127-2021,6231,168,32,114,4,95,6499,145
12432,47129-2019,20109,790,110,57,15,304,21072,313
12433,47129-2020,19749,783,102,58,14,314,20692,328
12434,47129-2021,19924,824,106,58,13,329,20878,376
12437,47131-2019,26136,3258,113,141,36,565,28780,1469
12438,47131-2020,26563,3309,108,138,39,559,29126,1590
12439,47131-2021,26288,3313,108,130,42,585,28835,1631
12442,47133-2019,21654,148,99,80,2,288,21900,371
12443,47133-2020,21954,159,105,72,2,296,22199,389
12444,47133-2021,22157,192,117,72,2,299,22397,442
12447,47135-2019,7573,199,64,74,2,172,7866,218
12448,47135-2020,7822,217,62,80,2,177,8129,231
12449,47135-2021,7882,254,64,82,1,189,8252,220
12452,47137-2019,4973,17,17,6,5,50,4950,118
12453,47137-2020,4900,14,22,7,4,48,4869,126
12454,47137-2021,4970,20,20,8,4,57,4956,123
12457,47139-2019,16157,124,108,62,14,299,16380,384
12458,47139-2020,16969,130,95,70,11,294,17202,367
12459,47139-2021,17167,145,103,72,12,277,17375,401
12462,47141-2019,74606,1927,622,1194,118,1490,74740,5217
12463,47141-2020,74543,1939,635,1192,119,1554,74615,5367
12464,47141-2021,75575,2002,647,1204,128,1632,75547,5641
12467,47143-2019,31410,725,203,224,20,624,31462,1744
12468,47143-2020,31105,722,205,205,22,644,31127,1776
12469,47143-2021,31273,746,211,218,23,665,31269,1867
12472,47145-2019,50421,1487,238,346,30,954,52400,1076
12473,47145-2020,50378,1522,252,377,30,954,52350,1163
12474,47145-2021,50781,1552,248,395,30,986,52733,1259
12477,47147-2019,63767,5625,428,541,90,1242,66433,5260
12478,47147-2020,64732,5781,437,579,87,1244,67300,5560
12479,47147-2021,65588,5944,463,636,93,1374,68233,5865
12482,47149-2019,254070,54139,1806,12310,391,9409,303369,28756
12483,47149-2020,260585,57482,1873,12826,435,9927,312024,31104
12484,47149-2021,265405,60338,1952,13437,466,10584,318768,33414
12487,47151-2019,21655,70,82,63,4,228,21865,237
12488,47151-2020,21384,76,87,72,5,218,21612,230
